,Endereços,Identificador
12305,"""https://www.aesoecon-asoamecosmne.baeiwkf.md.ci/""","""url"""
12306,"""https://www.aesoecon-asoamecosmne.eilrkkw.md.ci""","""url"""
12307,"""https://www.aesoecon-asoamecosmne.eilrkkw.md.ci/""","""url"""
12308,"""https://www.aesoecon-asoamecosmne.hfzaqrx.md.ci""","""url"""
12309,"""https://www.aesoecon-asoamecosmne.hfzaqrx.md.ci/""","""url"""
12310,"""https://www.aesoecon-asoamecosmne.ikweeax.md.ci""","""url"""
12311,"""https://www.aesoecon-asoamecosmne.ikweeax.md.ci/""","""url"""
12312,"""https://www.aesoecon-asoamecosmne.imdojvf.md.ci""","""url"""
12313,"""https://www.aesoecon-asoamecosmne.imdojvf.md.ci/""","""url"""
12314,"""https://www.aesoecon-asoamecosmne.jfsdoru.md.ci""","""url"""
12315,"""https://www.aesoecon-asoamecosmne.jfsdoru.md.ci/""","""url"""
12316,"""https://www.aesoecon-asoamecosmne.nhdmytk.md.ci""","""url"""
12317,"""https://www.aesoecon-asoamecosmne.nhdmytk.md.ci/""","""url"""
12318,"""https://www.aesoecon-asoamecosmne.njccweg.md.ci""","""url"""
12319,"""https://www.aesoecon-asoamecosmne.njccweg.md.ci/""","""url"""
12320,"""https://www.aesoecon-asoamecosmne.ntgnkrd.md.ci""","""url"""
12321,"""https://www.aesoecon-asoamecosmne.ntgnkrd.md.ci/""","""url"""
12322,"""https://www.aesoecon-asoamecosmne.vatakoy.md.ci""","""url"""
12323,"""https://www.aesoecon-asoamecosmne.vatakoy.md.ci/""","""url"""
12324,"""https://www.aesoecon-asoamecosmne.whqartf.md.ci""","""url"""
12325,"""https://www.aesoecon-asoamecosmne.whqartf.md.ci/""","""url"""
12326,"""https://www.aesoecon-asoamecosmne.zvwpfiq.md.ci""","""url"""
12327,"""https://www.aesoecon-asoamecosmne.zvwpfiq.md.ci/""","""url"""
12328,"""https://www.aesoecon-asoamecosmne.zxnebwz.md.ci""","""url"""
12329,"""https://www.aesoecon-asoamecosmne.zxnebwz.md.ci/""","""url"""
12330,"""https://www.aiconne.com/es""","""url"""
12331,"""https://www.aiconne.com/es/""","""url"""
12332,"""https://www.alinachopra.com/blog/wp-content/themes/10/""","""url"""
12333,"""https://www.alliancecreditunion.co.in/group/index.html""","""url"""
12334,"""https://www.amaz0n.ymrijz.shop""","""url"""
12335,"""https://www.amaz0n.ymrijz.shop/""","""url"""
12336,"""https://www.amazonzr.com""","""url"""
12337,"""https://www.amazonzr.com/""","""url"""
12338,"""https://www.amazou.ml""","""url"""
12339,"""https://www.amazou.ml/""","""url"""
12340,"""https://www.amrmeupresente.com/SamsungSmartTVLED40.php""","""url"""
12341,"""https://www.anyuswap.site/""","""url"""
12342,"""https://www.aoseuu-aaasmnceeeomsuuussn.zhongtoucaifu.cn""","""url"""
12343,"""https://www.aoseuu-aaasmnceeeomsuuussn.zhongtoucaifu.cn/""","""url"""
12344,"""https://www.aoususaosnu.undraoxas.jrbvc.cn""","""url"""
12345,"""https://www.aoususaosnu.undraoxas.jrbvc.cn/""","""url"""
12346,"""https://www.app-bankoor.com/""","""url"""
12347,"""https://www.app-biswiap.org/""","""url"""
12348,"""https://www.arg-info.gsmserver-pro.com/expire/index2.html""","""url"""
12349,"""https://www.arkona-meb.ru//RS/Notificaciones_Banreservas/""","""url"""
12350,"""https://www.association-de-villepinte.com/5050""","""url"""
12351,"""https://www.association-de-villepinte.com/5050/""","""url"""
12352,"""https://www.awlzbug.top/""","""url"""
12353,"""https://www.axieinfliniity.com/""","""url"""
12354,"""https://www.babyswaps.financial/""","""url"""
12355,"""https://www.bancasella-it.com""","""url"""
12356,"""https://www.basecointabsonline.info/conn""","""url"""
12357,"""https://www.beingmelinda.organicmelinda.com/Trenchies/1AiT/AiT/ATT/AT&a",
12358,"""https://www.beingmelinda.organicmelinda.com/trype/1AiT/AiT/ATT/AT&amp;a",
12359,"""https://www.berekethaber.com/hatax/fovLaro/""","""url"""
12360,"""https://www.berekethaber.com/hatax/JfjLv/""","""url"""
12361,"""https://www.bimcellnbn.com""","""url"""
12362,"""https://www.bimcellnbn.com/""","""url"""
12363,"""https://www.bitmart-trust.net/""","""url"""
12364,"""https://www.bitswap-pages.com/""","""url"""
12365,"""https://www.bizinfosoft.com/www.labanquepostale.fr/postale/""","""url"""
12366,"""https://www.bnbchain.world/en/balances""","""url"""
12367,"""https://www.bnbchain.world/en/trade/NOW-E68_BNB""","""url"""
12368,"""https://www.botuslguy.com/ap/signin""","""url"""
12369,"""https://www.breople.com/wp-includes/certificates/dirc/id/f12b9/""","""url"""
12370,"""https://www.breople.com/wp-includes/certificates/dirc/id/f12b9/code-sms",
12371,"""https://www.bscsa.pe/netfilxpaymentalertsupportteamsignin/account/login",
12372,"""https://www.chinmayavidyalayarspuram.com/js2/linkedin/linknewin/LINKEDI",
12373,"""https://www.chinmayavidyalayarspuram.com/user6/alibaba/ali2020/Login.ht",
12374,"""https://www.classicproduction.com/se/xll01.word""","""url"""
12375,"""https://www.clearconstruction.co.uk/scripts/Ev5IXoBvFJkBQ0MZXb/""","""url"""
12376,"""https://www.cognitoforms.com/Agt12/OUTLOOK""","""url"""
12377,"""https://www.coiinpoocoinl-app.ml/""","""url"""
12378,"""https://www.coiinpoocoinl-app.tk/""","""url"""
12379,"""https://www.construlandia.com/templates/2saGKy0qR5LA8uM/""","""url"""
12380,"""https://www.construlandia.com/templates/7F108jCmRMHLOk/""","""url"""
12381,"""https://www.construlandia.com/templates/IwJiHDBEAdwATHwfgY7/""","""url"""
12382,"""https://www.construlandia.com/templates/RnotTx3uT1qVusIFTl2/""","""url"""
12383,"""https://www.creativecombat.com/wp-admin/network/acct/login.php""","""url"""
12384,"""https://www.credlagrlcolemjconfirm.duckdns.org/39cdd30c0d915cdea7835c6c",
12385,"""https://www.credlagrlcolemjconfirm.duckdns.org/39cdd30c0d915cdea7835c6c",
12386,"""https://www.cryptdbs.com""","""url"""
12387,"""https://www.cryptdbs.com/""","""url"""
12388,"""https://www.ddqudu.top/h5/""","""url"""
12389,"""https://www.derace.net.in/""","""url"""
12390,"""https://www.deskorganize.com/Off/index.php""","""url"""
12391,"""https://www.dl5.zahra-media.ir/dl5.zahra-media.ir/9vvHAXe5/""","""url"""
12392,"""https://www.dl5.zahra-media.ir/dl5.zahra-media.ir/aFtWkmsrOuZ6uWk1/""","""u"
12393,"""https://www.dl5.zahra-media.ir/dl5.zahra-media.ir/k4eMbtkYkWcIMeA/""","""ur"
12394,"""https://www.dl5.zahra-media.ir/dl5.zahra-media.ir/llDJKV/""","""url"""
12395,"""https://www.dl5.zahra-media.ir/dl5.zahra-media.ir/NDPruKKpO/""","""url"""
12396,"""https://www.dl5.zahra-media.ir/dl5.zahra-media.ir/qm4lrFF/""","""url"""
12397,"""https://www.dl5.zahra-media.ir/dl5.zahra-media.ir/roYgjVHpS/""","""url"""
12398,"""https://www.dl5.zahra-media.ir/dl5.zahra-media.ir/S6UqYij8pBV1vK/""","""url"
12399,"""https://www.dl5.zahra-media.ir/dl5.zahra-media.ir/YVnV/""","""url"""
12400,"""https://www.dl5.zahra-media.ir/dl5.zahra-media.ir/ZC59RU5VC01n/""","""url"""
12401,"""https://www.driveequitypartners.com/wp-content/lnkl/ios/oauth2/""","""url"""
12402,"""https://www.dukhovnist.in.ua/includes/ourtime""","""url"""
12403,"""https://www.dukhovnist.in.ua/includes/ourtime/""","""url"""
12404,"""https://www.elazigozelbaharsagliklisesi.com/no/""","""url"""
12405,"""https://www.entrerdansluniversagricolesecure.duckdns.org""","""url"""
12406,"""https://www.entrerdansluniversagricolesecure.duckdns.org/""","""url"""
12407,"""https://www.epochtard.com/""","""url"""
12408,"""https://www.erindiagnosticimaging.com/as/uas/login""","""url"""
12409,"""https://www.escueladeteologiathetruehappiness.com/.Fainl.txt""","""url"""
12410,"""https://www.escueladeteologiathetruehappiness.com/.NEW/.B.jpg""","""url"""
12411,"""https://www.evernote.com/shard/s339/client/snv""","""url"""
12412,"""https://www.falecomatendentebrad.com/""","""url"""
12413,"""https://www.filpac.com/download/fp_update.exe""","""url"""
12414,"""https://www.findmy-id.gsmserver-pro.com/expire/index2.html""","""url"""
12415,"""https://www.findmy-iphone.com-itrack.us""","""url"""
12416,"""https://www.findmy-iphone.com-itrack.us/""","""url"""
12417,"""https://www.findmy-iphone.com-itrack.us/expire""","""url"""
12418,"""https://www.findmy-iphone.com-itrack.us/expire/""","""url"""
12419,"""https://www.fitsea.com.my/blog/wp-pubgmobile""","""url"""
12420,"""https://www.fitsea.com.my/blog/wp-pubgmobile/""","""url"""
12421,"""https://www.fittclik.com/rd/r.php?sid=26&amp;amp""","""url"""
12422,"""https://www.flowcode.com/page/bitinternuali383""","""url"""
12423,"""https://www.flowcode.com/page/broadbctinternei298302ka""","""url"""
12424,"""https://www.flowcode.com/page/mybiions""","""url"""
12425,"""https://www.flowcode.com/page/mybiions/""","""url"""
12426,"""https://www.flowcode.com/page/myiterfa""","""url"""
12427,"""https://www.forum.liricsocialclub.com/nft""","""url"""
12428,"""https://www.forum.liricsocialclub.com/nft/""","""url"""
12429,"""https://www.foundatio-appn.fun/""","""url"""
12430,"""https://www.fractionsolutions.com/mtbverification/login.php""","""url"""
12431,"""https://www.freeclub834.duckdns.org""","""url"""
12432,"""https://www.freeclub834.duckdns.org/""","""url"""
12433,"""https://www.freeclub834.duckdns.org/index.php""","""url"""
12434,"""https://www.freeclub834.duckdns.org/login.php""","""url"""
12435,"""https://www.freepornmedia.com/jp""","""url"""
12436,"""https://www.ftxpro-otc.com/m/""","""url"""
12437,"""https://www.furnifry.com/docusign/""","""url"""
12438,"""https://www.fyrozkt.top/""","""url"""
12439,"""https://www.ginaorlando.com/wp-themes/cache/verification/""","""url"""
12440,"""https://www.gskjmob.top/""","""url"""
12441,"""https://www.havas.fr/""","""url"""
12442,"""https://www.icloud-find.com-itrack.us/expire/index2.html""","""url"""
12443,"""https://www.ig-metaconfrimlive.gq""","""url"""
12444,"""https://www.ig-metaconfrimlive.gq/""","""url"""
12445,"""https://www.ig-metaconfrimlive.tk""","""url"""
12446,"""https://www.ig-metaconfrimlive.tk/""","""url"""
12447,"""https://www.igconfirmnowmeta.cf""","""url"""
12448,"""https://www.igconfirmnowmeta.cf/""","""url"""
12449,"""https://www.igconfirmnowmeta.ml""","""url"""
12450,"""https://www.igconfirmnowmeta.ml/""","""url"""
12451,"""https://www.igmeta-confrimlive.ml""","""url"""
12452,"""https://www.igmeta-confrimlive.ml/""","""url"""
12453,"""https://www.igmeta-lives.gq""","""url"""
12454,"""https://www.igmeta-lives.gq/""","""url"""
12455,"""https://www.igmeta-now.ga""","""url"""
12456,"""https://www.igmeta-now.ga/""","""url"""
12457,"""https://www.igmetaconfrimlive.gq""","""url"""
12458,"""https://www.igmetaconfrimlive.gq/""","""url"""
12459,"""https://www.igmetaconfrimlive.ml""","""url"""
12460,"""https://www.igmetaconfrimlive.ml/""","""url"""
12461,"""https://www.igmetaconfrimlive.tk""","""url"""
12462,"""https://www.igmetaconfrimlive.tk/""","""url"""
12463,"""https://www.igmetaconfrimlives.cf""","""url"""
12464,"""https://www.igmetaconfrimlives.cf/""","""url"""
12465,"""https://www.igmetaconfrimlives.tk""","""url"""
12466,"""https://www.igmetaconfrimlives.tk/""","""url"""
12467,"""https://www.igmetalive.cf""","""url"""
12468,"""https://www.igmetalive.cf/""","""url"""
12469,"""https://www.igmetalives.cf""","""url"""
12470,"""https://www.igmetalives.cf/""","""url"""
12471,"""https://www.ijnqvwt.top/""","""url"""
12472,"""https://www.im-creator.com/viewer/vbid-31138d48-omsttuer""","""url"""
12473,"""https://www.inchirieri-limuzinebucuresti.ro/gategroup/index.html""","""url"""
12474,"""https://www.info-modulo-bper.it/BPER/login.php""","""url"""
12475,"""https://www.info-modulo-bper.it/BPER/oldindex.php""","""url"""
12476,"""https://www.infosalud.mx/erasmin-capsulas-para-la-prostata-y-prostatiti",
12477,"""https://www.ingroupconsult.com/images/PEx/""","""url"""
12478,"""https://www.instagram.sisfun.com.br""","""url"""
12479,"""https://www.instagram.sisfun.com.br/""","""url"""
12480,"""https://www.internetservicetech.com/landingpages/214dde44-d83d-472c-808",
12481,"""https://www.internetservicetech.com/landingpages/214dde44-d83d-472c-808",
12482,"""https://www.itesmeitic.com/term/IFjx5ElE0ldr8wDDHjub/""","""url"""
12483,"""https://www.jamesdey.com/jp""","""url"""
12484,"""https://www.jcbkob.tk/jp""","""url"""
12485,"""https://www.jcboyp.tk/jp""","""url"""
12486,"""https://www.jdserralheria.com.br/cgi-bin/KFG6/""","""url"""
12487,"""https://www.jetim.app/wp-includes/css/dist/editor/liber/""","""url"""
12488,"""https://www.junipern.com/cgi-bin/uG/""","""url"""
12489,"""https://www.kencoin.info/h5""","""url"""
12490,"""https://www.kencoin.info/h5/""","""url"""
12491,"""https://www.kencoin.info/h5/#/""","""url"""
12492,"""https://www.kreoldannlekol.re/wp-content/themes/log/visajp/""","""url"""
12493,"""https://www.krouniforms.com/wp-includes/xxLCtdZPz2P1eXdaKoim/""","""url"""
12494,"""https://www.l2media.uk/click/?link=https""","""url"""
12495,"""https://www.labanquepostale.fr.flerr.com/particulier/connexion-espace-c",
12496,"""https://www.labanquepostale.fr.flerr.com/particulier/connexion-espace-c",
12497,"""https://www.lcloudfotos-alert.gsmserver-pro.com/expire""","""url"""
12498,"""https://www.lcloudfotos-alert.gsmserver-pro.com/expire/""","""url"""
12499,"""https://www.lcloudfotos-alert.gsmserver-pro.com/expire/index2.html""","""ur"
12500,"""https://www.libcus.com/wp-admin/uY9Sq81cqNw1MM/""","""url"""
12501,"""https://www.licitacoes.olinda.pe.gov.br/readlooks/qwqwq/poqa/""","""url"""
12502,"""https://www.littleplanetclass.com/assets/8/""","""url"""
12503,"""https://www.littleplanetclass.com/assets/G89kXzBAJO77QSgFgUxa/""","""url"""
12504,"""https://www.littleplanetclass.com/assets/izJQ708a1/""","""url"""
12505,"""https://www.littleplanetclass.com/assets/JMHFvkdcAjY/""","""url"""
12506,"""https://www.littleplanetclass.com/assets/pf5HqLMkI/""","""url"""
12507,"""https://www.littleplanetclass.com/assets/q73HpTY/""","""url"""
12508,"""https://www.littleplanetclass.com/assets/RVfrablPa9HS6UAJ/""","""url"""
12509,"""https://www.littleplanetclass.com/assets/zITd/""","""url"""
12510,"""https://www.logmedo.com/logmedo/""","""url"""
12511,"""https://www.mahikapur.in/mahikapur""","""url"""
12512,"""https://www.maps.inc-m.us/expire/index2.html""","""url"""
12513,"""https://www.maszynyszwalnicze.pl/12/TrdngAnlzr1756.exe""","""url"""
12514,"""https://www.maszynyszwalnicze.pl/12/TrdngAnlzr2249.exe""","""url"""
12515,"""https://www.maszynyszwalnicze.pl/12/TrdngAnlzr649.exe""","""url"""
12516,"""https://www.matchbanker.se/""","""url"""
12517,"""https://www.matterna.es/wp-content/wwj/home/""","""url"""
12518,"""https://www.mediafire.com/file/hfaij03xn071x31/4.ppam/file""","""url"""
12519,"""https://www.megakonferans.com/wp-admin/Xzz08i514NBrg/""","""url"""
12520,"""https://www.mejtiqp.top/""","""url"""
12521,"""https://www.melisetotoaksesuar.com/catalog/pFyl/""","""url"""
12522,"""https://www.mesharepoint.com/nam/144ead96-c74f-4f99-844b-8e476d769beb/5",
12523,"""https://www.meta-verification.info/""","""url"""
12524,"""https://www.metaportalsbadge.gq""","""url"""
12525,"""https://www.metaportalsbadge.gq/""","""url"""
12526,"""https://www.metaportalsbadge.ml""","""url"""
12527,"""https://www.metaportalsbadge.ml/""","""url"""
12528,"""https://www.mjhl.com.mx/fonts/sG/""","""url"""
12529,"""https://www.mobiekjgmogerg.medicalvrn.com/index.html""","""url"""
12530,"""https://www.mobilfdfieygsuefa.imindigochild.com/index.html""","""url"""
12531,"""https://www.modulo-vecchio-pin.it/BPER/oldindex.php""","""url"""
12532,"""https://www.mosdfuruag.com""","""url"""
12533,"""https://www.munich-outlet.shop/""","""url"""
12534,"""https://www.muslimproperty.co.uk/cgi-bin/8lS/""","""url"""
12535,"""https://www.myeefixword.com""","""url"""
12536,"""https://www.myeefixword.com/""","""url"""
12537,"""https://www.myjcb.fjilive.com/pc/login.php""","""url"""
12538,"""https://www.myjcb.ouzhoubeivzotd.com/""","""url"""
12539,"""https://www.mynzsjh.top/""","""url"""
12540,"""https://www.nasze-miasto24.xyz/spr""","""url"""
12541,"""https://www.nasze-miasto24.xyz/spr/""","""url"""
12542,"""https://www.neariwailet.com/""","""url"""
12543,"""https://www.nekretninesmederevo.rs/.well-known/pki-validation/.system/""",
12544,"""https://www.newpooocoini-app.ga/""","""url"""
12545,"""https://www.niagarapower.com/blu/china/""","""url"""
12546,"""https://www.novpromenergo.ru/z/z//index.php""","""url"""
12547,"""https://www.nyhandymannyc.com/login_schedule_microsoftonline_.com/""","""ur"
12548,"""https://www.ofertasinoveshopee.com""","""url"""
12549,"""https://www.olafs-radladen.de/captcha/iTNRUusWY3qNlhBpG/""","""url"""
12550,"""https://www.olafs-radladen.de/captcha/yCxF2/""","""url"""
12551,"""https://www.olkowiczcvk.com/index.php""","""url"""
12552,"""https://www.onlinerewads.com/""","""url"""
12553,"""https://www.otjstaffing.com//login/""","""url"""
12554,"""https://www.otjstaffing.com/login/""","""url"""
12555,"""https://www.oyqnjgl.top/""","""url"""
12556,"""https://www.passagensaereas.com.br/latam?gclid=EAIaIQobChMI0eb5g_ac-AIV",
12557,"""https://www.patriciadaou.com/cgi-etc/Pass/Webmail/index.html""","""url"""
12558,"""https://www.pdf-cloud-document-2022-file.weeblysite.com""","""url"""
12559,"""https://www.pioneerimmigration.co.in/icon/Z5z5Vx/""","""url"""
12560,"""https://www.planeton.co/wp-upgrade/zimbracom/v3/""","""url"""
12561,"""https://www.poqlygon.com/""","""url"""
12562,"""https://www.powtown-org.edshealthtips.com/wp-content/7777/LiinkedInhard",
12563,"""https://www.powtown-org.edshealthtips.com/wp-content/7777/LiinkedInhard",
12564,"""https://www.profiv.com.br/wp-includes/pomo/webmail.earth-core.jp_elderp",
12565,"""https://www.pubgspin45.dubya.net""","""url"""
12566,"""https://www.pubgspin45.dubya.net/""","""url"""
12567,"""https://www.pubgspin48.dubya.net""","""url"""
12568,"""https://www.pubgspin48.dubya.net/""","""url"""
12569,"""https://www.pwibhmalaysia.com.my/v2/wp-includes/Text/Diff/webmail-RD127",
12570,"""https://www.qxprhzi.top/""","""url"""
12571,"""https://www.ragingbulllinks.com/click/27/230/4030/1?hid=1201700591&amp;",
12572,"""https://www.ragingbullslotscampaign.com/landing/50-free-chip-us/?affid=",
12573,"""https://www.rahmancorp.com/TrdngAnlzr22649.exe""","""url"""
12574,"""https://www.rakuten-card.co.jp.oreqi.com/client/index.html""","""url"""
12575,"""https://www.raribleip.fun/""","""url"""
12576,"""https://www.rariblesq.fun/""","""url"""
12577,"""https://www.rat-tel.pl//wp-content/uploads/mstsc-updater.exe""","""url"""
12578,"""https://www.realidad360.com/FR/sg-z/""","""url"""
12579,"""https://www.reglic.in/cgi-bin/login.php""","""url"""
12580,"""https://www.reneetten.nl/Menu/RBjbO/""","""url"""
12581,"""https://www.rszsdkxx.com/53/r/KeuySWB""","""url"""
12582,"""https://www.sattamatkakalyan.com/smack/""","""url"""
12583,"""https://www.seattlemedicalmalpracticeattorneys.com/jp""","""url"""
12584,"""https://www.secure-chaseauthenticationsapps.propertylaser.com""","""url"""
12585,"""https://www.secure-chaseauthenticationsapps.propertylaser.com/""","""url"""
12586,"""https://www.secure0-verifyg.myz.info/login.php""","""url"""
12587,"""https://www.securityimmowelt.de""","""url"""
12588,"""https://www.securityimmowelt.de/""","""url"""
12589,"""https://www.seedifyaccess.live/connect.php""","""url"""
12590,"""https://www.servicioscentauro.com.co/home/""","""url"""
12591,"""https://www.sfrclients.ml/index.php""","""url"""
12592,"""https://www.shaktisports.com/assets/iAccess/""","""url"""
12593,"""https://www.sharestion.com/eur/07b51f22-9b60-4bef-a5d6-671d2b4ff8fc/999",
12594,"""https://www.shibaswop.top/""","""url"""
12595,"""https://www.slowlinebag.jp/wp-content/cache/login/asiphonogama/reactive",
12596,"""https://www.slowlinebag.jp/wp-content/cache/login/farriery/timbal_gouti",
12597,"""https://www.smbc-card.com.hw13lycq.com""","""url"""
12598,"""https://www.smbc-card.com.i26xy0c7.com""","""url"""
12599,"""https://www.smitheatonrealestate.com/sirin.htm""","""url"""
12600,"""https://www.sparkasse-service.digital/public/personendaten-aktualisiere",
12601,"""https://www.starsoftheindustry.com/paper_lantern/digital.technic/redire",
12602,"""https://www.steveporterentertainment.com/wp-includes/SimplePie/absa2022",
12603,"""https://www.suddedx.com/jokerslot/mb2Eadbdssh/""","""url"""
12604,"""https://www.synchronization-secured.com""","""url"""
12605,"""https://www.synchronization-secured.com/""","""url"""
12606,"""https://www.tahfizalansar.org.my/wp-includes/blocks/media-text/-/newnet",
12607,"""https://www.tiendadongusano.ml/galicia""","""url"""
12608,"""https://www.tiendadongusano.ml/galicia/""","""url"""
12609,"""https://www.tommyhilfigersklep.pl/""","""url"""
12610,"""https://www.toorak508.com.au/safe/ok/""","""url"""
12611,"""https://www.traderzoexnyz.com/""","""url"""
12612,"""https://www.trinbagotreasures.com/lbpiaccess5/""","""url"""
12613,"""https://www.uepabnw.top/""","""url"""
12614,"""https://www.underarmorpolska.com/""","""url"""
12615,"""https://www.uneafriqueengineering.com/wp-content/uploads/elementor/cach",
12616,"""https://www.update.verify-636re.com/login.php""","""url"""
12617,"""https://www.updateredelivery.com/_ap/signin""","""url"""
12618,"""https://www.usedtextilemachinery4sale.com/documen_share.html""","""url"""
12619,"""https://www.usfn.net/plugins/mkb/mkbnetbankar.hu/3e34a70e03321dc24d2f89",
12620,"""https://www.vakifbank-com.tk""","""url"""
12621,"""https://www.vakifbank-com.tk/""","""url"""
12622,"""https://www.veja-buty.pl/""","""url"""
12623,"""https://www.videogameexpo.ca/39a613ac1a2f6cd8a53eedd97e682383.exe""","""url"
12624,"""https://www.videogameexpo.ca/bbca3d1d11a3d454537fbd087848b76e.exe""","""url"
12625,"""https://www.vieirasadvogados.com/vieira/""","""url"""
12626,"""https://www.vivvssevi-vseoasn.qxhzwxl.museum.mw""","""url"""
12627,"""https://www.vivvssevi-vseoasn.qxhzwxl.museum.mw/""","""url"""
12628,"""https://www.vroptaq.top/""","""url"""
12629,"""https://www.wabinetryamesonfine-maesthesian.com/""","""url"""
12630,"""https://www.walletauthppr.ml""","""url"""
12631,"""https://www.walletauthppr.ml/""","""url"""
12632,"""https://www.wavebandz.com/wp-content/plugins/master_aulzm2/sharepoint-p",
12633,"""https://www.wavebandz.com/wp-content/plugins/master_aulzm2/sharepoint-p",
12634,"""https://www.webairdropnetwork.com/connect/""","""url"""
12635,"""https://www.whow.fr/wp-includes/H54Fgj0tG/""","""url"""
12636,"""https://www.wireeco.com/fdgfdzsvdsvfgdszvkbvhfsdzgffxgfxf/bkjbgaionkgkj",
12637,"""https://www.x2917.com/""","""url"""
12638,"""https://www.xebecbd.com/4008/LUNO""","""url"""
12639,"""https://www.xebecbd.com/4008/LUNO/""","""url"""
12640,"""https://www.xihongshiit.cn/""","""url"""
12641,"""https://www.xihongshiit.top/""","""url"""
12642,"""https://www.xn--terawebhiper-mdb.com/""","""url"""
12643,"""https://www.xqcpeou.top/""","""url"""
12644,"""https://www.yedirenkajans.com/eski/y91J/""","""url"""
12645,"""https://www.yell.ge/nav_logo/AEnTP/""","""url"""
12646,"""https://www.youtube.com/shorts/IsyI9KL61KA""","""url"""
12647,"""https://www.zardamarine.com/images/psQbAjrrEOXWPrS/""","""url"""
12648,"""https://www.zimdrasvc.livemailsupport.com/""","""url"""
12649,"""https://www2-micaridi.co.jp.indaor.xyz/""","""url"""
12650,"""https://www2.jreast.co.jp.77nuoh.cn/pc/view_net_login.html""","""url"""
12651,"""https://www2.micarrd.co.jp.bbccard.xyz/""","""url"""
12652,"""https://www80.amrsjunhoveem.com//""","""url"""
12653,"""https://wz7aceq6uimk.swipepages.net/""","""url"""
12654,"""https://xa.sa/90QqjXb""","""url"""
12655,"""https://xa.sa/DuC9aoq""","""url"""
12656,"""https://xa.sa/URhPgmD""","""url"""
12657,"""https://xansmoe-uno.preview-domain.com/poczta/8923057/982357/""","""url"""
12658,"""https://xeroshoespolsks.com/""","""url"""
12659,"""https://xn--tododiseo-s6a.uy/admin/5050""","""url"""
12660,"""https://xn--tododiseo-s6a.uy/admin/5050/""","""url"""
12661,"""https://xn--u9j400ijzgmkb.weebly.com/""","""url"""
12662,"""https://xpress24.eu/wp-content/plugins/wpcargo/includes/aruba-RD72/""","""u"
12663,"""https://xpress24.eu/wp-content/plugins/wpcargo/includes/aruba-RD72/inde",
12664,"""https://xsecureserver21.glitch.me/lib""","""url"""
12665,"""https://xsng42kvsc.temp.swtest.ru""","""url"""
12666,"""https://xsng42kvsc.temp.swtest.ru/""","""url"""
12667,"""https://yaaar.in/s/phrase/""","""url"""
12668,"""https://yairix.github.io/Login-Instagram""","""url"""
12669,"""https://yairix.github.io/Login-Instagram/""","""url"""
12670,"""https://yakosurf.com/wp-includes/S/""","""url"""
12671,"""https://yangindanismanim.com/adobesharepoint/index.php""","""url"""
12672,"""https://yangpoo.com/slu/consequaturrepudiandae""","""url"""
12673,"""https://yarwerawe2022.000webhostapp.com/cmosts.html""","""url"""
12674,"""https://yatienadzli.com/cgi-bin/Redsys.html""","""url"""
12675,"""https://yatienadzli.com/cgi-bin/Seleccione_medio_de_pago.php""","""url"""
12676,"""https://yedirenkajans.com/eski/EveoFqk8HluvS/""","""url"""
12677,"""https://yepey.com/payae/""","""url"""
12678,"""https://yfghjkhgfhjk.weeblysite.com/""","""url"""
12679,"""https://yibozf108.com/unit_7316.exe""","""url"""
12680,"""https://zamanime-ce56d.web.app/index.html""","""url"""
12681,"""https://zarinemanchanda.com/iie/uqtquaesia""","""url"""
12682,"""https://zashopee.com""","""url"""
12683,"""https://zashopee.com/""","""url"""
12684,"""https://zefafy.com/bnpl/""","""url"""
12685,"""https://zeiron.net.in/""","""url"""
12686,"""https://zeshopee.com""","""url"""
12687,"""https://zktecovn.com/wp-admin/xxfnYY4zwOpFOgu3g1t/""","""url"""
12688,"""https://zonapp-pe.site/1654706254/inicio/index""","""url"""
12689,"""https://zsdjfjza-b1246e.ingress-florina.ewp.live/ing/clients/DpDJcF.php",
12690,"""https://zumaconstructora.com/comsx""","""url"""
12691,"""https://zumaconstructora.com/comsx/""","""url"""
12692,"""https://zur-kontrolle-com.preview-domain.com/""","""url"""
12693,"""https://zxcerwepost.000webhostapp.com/RecoveryPageSupport""","""url"""
12694,"""huangxc.com""","""domain"""
12695,"""hulu-com-activate.sitey.me""","""hostname"""
12696,"""hulu-hulu-com-activate.sitey.me""","""hostname"""
12697,"""hulu.sitey.me""","""hostname"""
12698,"""huntandgo.com""","""domain"""
12699,"""hutoknepper.de""","""domain"""
12700,"""huynguyen2k.github.io""","""hostname"""
12701,"""hyperconsultacard.com""","""domain"""
12702,"""i-ask332.dga.jp""","""hostname"""
12703,"""i.violationspage.validationspege.workers.dev""","""hostname"""
12704,"""ib12digitalprime.tk""","""domain"""
12705,"""iba-ju.edu.bd""","""hostname"""
12706,"""ibkkcashtuprestamoaqui.karenmanriquez.com""","""hostname"""
12707,"""ibkrcrypto.com""","""domain"""
12708,"""ibprestams2022.com""","""domain"""
12709,"""ibraibraa170.42web.io""","""hostname"""
12710,"""iccu-a.web.app""","""hostname"""
12711,"""iconomy.com.br""","""hostname"""
12712,"""icsconsultant.net""","""domain"""
12713,"""ictday.gov.np""","""hostname"""
12714,"""id-000064updatenow.weebly.com""","""hostname"""
12715,"""id-64300000-updatenow.weebly.com""","""hostname"""
